"location","date","total_cases","total_deaths"
"Indonesia","2020-04-14",4557,399
"Indonesia","2020-04-15",4839,459
"Indonesia","2020-04-16",5136,469
"Indonesia","2020-04-17",5516,496
"Indonesia","2020-04-18",5923,520
"Indonesia","2020-04-19",6248,535
"Indonesia","2020-04-20",6575,582
"Indonesia","2020-04-21",6760,590
"Indonesia","2020-04-22",7135,616
"Indonesia","2020-04-23",7418,635
"Indonesia","2020-04-24",7775,647
"Indonesia","2020-04-25",8211,689
"Indonesia","2020-04-26",8607,720
"Indonesia","2020-04-27",8882,743
"Indonesia","2020-04-28",9096,765
"Indonesia","2020-04-29",9511,773
"Indonesia","2020-04-30",9771,784
"Indonesia","2020-05-01",10118,792
"Indonesia","2020-05-02",10551,800
"Indonesia","2020-05-03",10843,831
"Indonesia","2020-05-04",11192,845
"Indonesia","2020-05-05",11587,864
"Indonesia","2020-05-06",12071,872
"Indonesia","2020-05-07",12438,895
"Indonesia","2020-05-08",12776,930
"Indonesia","2020-05-09",13112,943
"Indonesia","2020-05-10",13645,959
"Indonesia","2020-05-11",14032,973
"Indonesia","2020-05-12",14265,991
"Indonesia","2020-05-13",14749,1007
"Indonesia","2020-05-14",15438,1028
"Indonesia","2020-05-15",16006,1043
"Indonesia","2020-05-16",16496,1076
"Indonesia","2020-05-17",17025,1089
"Indonesia","2020-05-18",17514,1148
"Indonesia","2020-05-19",18010,1191
"Indonesia","2020-05-20",18496,1221
"Indonesia","2020-05-21",19189,1242
"Indonesia","2020-05-22",20162,1278
"Indonesia","2020-05-23",20796,1326
"Indonesia","2020-05-24",21745,1351
"Indonesia","2020-05-25",22271,1372
"Indonesia","2020-05-26",22750,1391
"Indonesia","2020-05-27",23165,1418
"Indonesia","2020-05-28",23851,1473
"Indonesia","2020-05-29",24538,1496
"Indonesia","2020-05-30",25216,1520
"Indonesia","2020-05-31",25773,1573
"Indonesia","2020-06-01",26473,1613
"Indonesia","2020-06-02",26940,1641
"Indonesia","2020-06-03",27549,1663
"Indonesia","2020-06-04",28233,1698
"Indonesia","2020-06-05",28818,1721
"Indonesia","2020-06-06",29521,1770
"Indonesia","2020-06-07",30514,1801
"Indonesia","2020-06-08",31186,1851
"Indonesia","2020-06-09",32033,1883
"Indonesia","2020-06-10",33076,1923
"Indonesia","2020-06-11",34316,1959
"Indonesia","2020-06-12",35295,2000
"Indonesia","2020-06-13",36406,2048
"Indonesia","2020-06-14",37420,2091
"Indonesia","2020-06-15",38277,2134
"Indonesia","2020-06-16",39294,2198
"Indonesia","2020-06-17",40400,2231
"Indonesia","2020-06-18",41431,2276
"Indonesia","2020-06-19",42762,2339
"Indonesia","2020-06-20",43803,2373
"Indonesia","2020-06-21",45029,2429
"Indonesia","2020-06-22",45891,2465
"Indonesia","2020-06-23",46845,2500
"Indonesia","2020-06-24",47896,2535
